ProductID,ForecastDate,ForecastDemand,Model,ActualDemand,MAE,RMSE,MAPE
P1045,2025-10-01,28.0,ExpSmoothing,,17.82781109823047,21.13129100802398,109.32710550595108
P1045,2025-10-02,28.0,ExpSmoothing,,17.82781109823047,21.13129100802398,109.32710550595108
P1045,2025-10-03,28.0,ExpSmoothing,,17.82781109823047,21.13129100802398,109.32710550595108
P1045,2025-10-04,28.0,ExpSmoothing,,17.82781109823047,21.13129100802398,109.32710550595108
P1045,2025-10-05,28.0,ExpSmoothing,,17.82781109823047,21.13129100802398,109.32710550595108
P1045,2025-10-06,28.0,ExpSmoothing,,17.82781109823047,21.13129100802398,109.32710550595108
P1045,2025-10-07,28.0,ExpSmoothing,,17.82781109823047,21.13129100802398,109.32710550595108
P1045,2025-10-08,28.0,ExpSmoothing,,17.82781109823047,21.13129100802398,109.32710550595108
P1045,2025-10-09,28.0,ExpSmoothing,,17.82781109823047,21.13129100802398,109.32710550595108
P1045,2025-10-10,28.0,ExpSmoothing,,17.82781109823047,21.13129100802398,109.32710550595108
P1045,2025-10-11,28.0,ExpSmoothing,,17.82781109823047,21.13129100802398,109.32710550595108
P1045,2025-10-12,28.0,ExpSmoothing,,17.82781109823047,21.13129100802398,109.32710550595108
P1045,2025-10-13,28.0,ExpSmoothing,,17.82781109823047,21.13129100802398,109.32710550595108
P1045,2025-10-14,28.0,ExpSmoothing,,17.82781109823047,21.13129100802398,109.32710550595108
P1045,2025-10-15,28.0,ExpSmoothing,,17.82781109823047,21.13129100802398,109.32710550595108
P1045,2025-10-16,28.0,ExpSmoothing,,17.82781109823047,21.13129100802398,109.32710550595108
P1045,2025-10-17,28.0,ExpSmoothing,,17.82781109823047,21.13129100802398,109.32710550595108
P1045,2025-10-18,28.0,ExpSmoothing,,17.82781109823047,21.13129100802398,109.32710550595108
P1045,2025-10-19,28.0,ExpSmoothing,,17.82781109823047,21.13129100802398,109.32710550595108
P1045,2025-10-20,28.0,ExpSmoothing,,17.82781109823047,21.13129100802398,109.32710550595108
P1045,2025-10-21,28.0,ExpSmoothing,,17.82781109823047,21.13129100802398,109.32710550595108
P1045,2025-10-22,28.0,ExpSmoothing,,17.82781109823047,21.13129100802398,109.32710550595108
P1045,2025-10-23,28.0,ExpSmoothing,,17.82781109823047,21.13129100802398,109.32710550595108
P1045,2025-10-24,28.0,ExpSmoothing,,17.82781109823047,21.13129100802398,109.32710550595108
P1045,2025-10-25,28.0,ExpSmoothing,,17.82781109823047,21.13129100802398,109.32710550595108
P1045,2025-10-26,28.0,ExpSmoothing,,17.82781109823047,21.13129100802398,109.32710550595108
P1045,2025-10-27,28.0,ExpSmoothing,,17.82781109823047,21.13129100802398,109.32710550595108
P1045,2025-10-28,28.0,ExpSmoothing,,17.82781109823047,21.13129100802398,109.32710550595108
P1045,2025-10-29,28.0,ExpSmoothing,,17.82781109823047,21.13129100802398,109.32710550595108
P1045,2025-10-30,28.0,ExpSmoothing,,17.82781109823047,21.13129100802398,109.32710550595108
P1036,2025-10-01,25.3,ExpSmoothing,,12.312742146885986,16.31011387706606,52.4529931327338
P1036,2025-10-02,25.3,ExpSmoothing,,12.312742146885986,16.31011387706606,52.4529931327338
P1036,2025-10-03,25.3,ExpSmoothing,,12.312742146885986,16.31011387706606,52.4529931327338
P1036,2025-10-04,25.3,ExpSmoothing,,12.312742146885986,16.31011387706606,52.4529931327338
P1036,2025-10-05,25.3,ExpSmoothing,,12.312742146885986,16.31011387706606,52.4529931327338
